<<<<<<< HEAD
DILIST_ID,CompoundName,DILIst Classification,Routs of Administration,SMILES,NEW SMILES,MolecularWeight,TPSA,XLogP,Charge,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount
1107,latamoxef,0,,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)O)OC)OC2)C(=O)O,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)O)OC)OC2)C(=O)O,520.5,232,-0.6,0,4,13,9,36
1108,Abiraterone,1,,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,349.5,33.1,4.6,0,1,2,1,26
1109,Acetorphan,1,,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,385.5,97.8,3.3,0,1,5,11,27
1110,Alfacalcidol,1,,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,400.6,40.5,6.8,0,2,2,6,29
1111,Ambroxol,1,,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O,378.1,58.3,2.6,0,3,3,3,18
1112,Aminolevulinic acid,1,,C(CC(=O)O)C(=O)CN,C(CC(=O)O)C(=O)CN,131.13,80.4,-3.8,0,2,4,4,9
1113,Amisulpride,1,,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,369.5,110,1.5,0,2,6,7,25
1114,Ampiroxicam,1,,CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3,CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3,447.5,133,4,0,1,9,8,31
1115,Anethole,1,,CC=CC1=CC=C(C=C1)OC,CC=CC1=CC=C(C=C1)OC,148.2,9.2,3.3,0,0,1,2,11
1116,Arbekacin,1,,C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)NC(=O)C(CCN)O)N)N,C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)NC(=O)C(CCN)O)N)N,552.6,297,-6.8,0,11,15,10,38
1117,Axitinib,1,,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4,386.5,96,4.2,0,2,4,5,28
1118,Azelnidipine,1,,CC1=C(C(C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C,CC1=C(C(C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C,582.6,140,6,0,2,9,10,43
1119,Bacampicillin,1,,CCOC(=O)OC(C)OC(=O)C1C(SC2N1C(=O)C2NC(=O)C(C3=CC=CC=C3)N)(C)C,CCOC(=O)OC(C)OC(=O)C1C(SC2N1C(=O)C2NC(=O)C(C3=CC=CC=C3)N)(C)C,465.5,163,2.7,0,2,9,10,32
1120,Benidipine,1,,CC1=C(C(C(=C(N1)C)C(=O)OC2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,CC1=C(C(C(=C(N1)C)C(=O)OC2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,505.6,114,4.6,0,1,8,8,37
1121,Beraprost,1,,CC#CCC(C)C(C=CC1C(CC2C1C3=CC=CC(=C3O2)CCCC(=O)O)O)O,CC#CCC(C)C(C=CC1C(CC2C1C3=CC=CC(=C3O2)CCCC(=O)O)O)O,398.5,87,3.2,0,3,5,8,29
1122,Boceprevir,1,,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,519.7,151,3.1,0,4,5,10,37
1123,Bromazepam,1,,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,316.15,54.4,1.7,0,1,3,1,19
1124,Bromhexine,1,,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2,376.13,29.3,4.3,0,1,2,3,18
1125,Bromisoval,1,,CC(C)C(C(=O)NC(=O)N)Br,CC(C)C(C(=O)NC(=O)N)Br,223.07,72.2,1.1,0,2,2,2,11
1126,Brotizolam,1,,CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl,CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl,393.7,71.3,2.8,0,0,4,1,22
1127,Bucillamine,1,,CC(C)(C(=O)NC(CS)C(=O)O)S,CC(C)(C(=O)NC(CS)C(=O)O)S,223.3,68.4,0.4,0,4,5,4,13
1128,Buflomedil,1,,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC,307.4,48,2.3,0,0,5,8,22
1129,Buprenorphine,1,,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,467.6,62.2,5,0,2,5,5,34
1130,Cabazitaxel,1,,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,835.9,202,2.7,0,3,14,15,60
1131,Cefcapene,1,,CCC=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,CCC=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,453.5,232,-0.5,0,4,10,8,30
1132,Cefmetazole,1,,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,471.5,239,-0.6,0,2,12,9,30
1133,Cefozopran,1,,CON=C(C1=NSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-],CON=C(C1=NSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-],515.5,238,0.7,0,2,12,6,35
1134,Cefpirome,1,,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCC5)C(=O)[O-],CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCC5)C(=O)[O-],514.6,208,0.9,0,2,10,6,35
1135,Celiprolol,1,,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,379.5,90.9,1.9,0,3,5,10,27
1136,Chlormadinone,1,,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)O,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)O,362.9,54.4,3,0,1,3,1,25
1137,Cibenzoline,1,,C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4,C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4,262.3,24.4,2.7,0,1,1,3,20
1138,Cilnidipine,1,,CC1=C(C(C(=C(N1)C)C(=O)OCC=CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC,CC1=C(C(C(=C(N1)C)C(=O)OCC=CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC,492.5,120,4.4,0,1,8,11,36
1139,Clobazam,1,,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,300.74,40.6,2.1,0,0,2,1,21
1140,Clobetasol,1,,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C,410.9,74.6,2.5,0,2,5,2,28
1141,Clodronic acid,1,,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl,244.89,115,-2.1,0,4,6,2,11
1142,Clofazimine,1,,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,473.4,40,7.1,0,1,4,4,33
1143,Cloperastine,1,,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,329.9,12.5,4.8,0,0,2,6,23
1144,Crizotinib,1,,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,450.3,78,3.7,0,2,6,5,30
1145,Curcumin,1,,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,368.4,93.1,3.2,0,2,6,8,27
1146,Cyamemazine,1,,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C#N)CN(C)C,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C#N)CN(C)C,323.5,55.6,4.4,0,0,4,4,23
1147,Cyclothiazide,1,,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl,389.9,135,2,0,3,7,2,24
1148,Desogestrel,1,,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34,310.5,20.2,4.9,0,1,1,2,23
1149,Diacerein,1,,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,368.3,124,1.9,0,1,8,5,27
1150,Dihydrocodeine,1,,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O,301.4,41.9,2.2,0,1,4,1,22
1151,Dirithromycin,1,,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O,835.1,196,4.2,0,5,16,12,58
1152,Domperidone,1,,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,425.9,67.9,3.9,0,2,3,5,30
1153,Doxifluridine,1,,CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O,CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O,246.19,99.1,-1.7,0,3,6,1,17
1154,Droxidopa,1,,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O,213.19,124,-3.2,0,5,6,3,15
1155,Dydrogesterone,1,,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,312.4,34.1,3.8,0,0,2,1,23
1156,Edaravone,1,,CC1=NN(C(=O)C1)C2=CC=CC=C2,CC1=NN(C(=O)C1)C2=CC=CC=C2,174.2,32.7,1.3,0,0,2,1,13
1157,Eltrombopag,1,,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C,442.5,115,5.4,0,3,7,5,33
1158,Eperisone,1,,CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,259.4,20.3,3.8,0,0,2,5,19
1159,Epinastine,1,,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,249.31,41.6,3.5,0,1,1,0,19
1160,Eribulin Mesylate,1,,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O.CS(=O)(=O)O,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O,826,209,0,0,3,15,4,57
1161,Ethanol,1,,CCO,CCO,46.07,20.2,-0.1,0,1,1,0,3
1162,Ethyl loflazepate,1,,CCOC(=O)C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F,CCOC(=O)C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F,360.8,67.8,2.9,0,1,5,4,25
1163,Ethylene glycol,1,,C(CO)O,C(CO)O,62.07,40.5,-1.4,0,2,2,1,4
1164,Etizolam,1,,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,342.8,71.3,2.6,0,0,4,2,23
1165,Etoricoxib,1,,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,358.8,68.3,3.3,0,0,4,3,24
1166,Flomoxef,1,,COC1(C2N(C1=O)C(=C(CO2)CSC3=NN=NN3CCO)C(=O)O)NC(=O)CSC(F)F,COC1(C2N(C1=O)C(=C(CO2)CSC3=NN=NN3CCO)C(=O)O)NC(=O)CSC(F)F,496.5,220,-1.3,0,3,14,11,32
1167,Fluindione,1,,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)F,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)F,240.23,34.1,3,0,0,3,1,18
1168,Flunitrazepam,1,,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,313.28,78.5,2.1,0,0,5,1,23
1169,Flupirtine,1,,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,304.32,89.3,2.4,0,3,6,6,22
1170,Fominoben,1,,CN(CC1=C(C=CC=C1Cl)NC(=O)C2=CC=CC=C2)CC(=O)N3CCOCC3,CN(CC1=C(C=CC=C1Cl)NC(=O)C2=CC=CC=C2)CC(=O)N3CCOCC3,401.9,61.9,2.4,0,1,4,6,28
1171,Fosfluconazole,1,,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)OP(=O)(O)O,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)OP(=O)(O)O,386.25,128,-0.6,0,2,10,7,26
1172,Fudosteine,1,,C(CO)CSCC(C(=O)O)N,C(CO)CSCC(C(=O)O)N,179.24,109,-3,0,3,5,6,11
1173,Gabapentin Enacarbil,1,,CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(=O)O,CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(=O)O,329.39,102,3.1,0,2,6,9,23
1174,Gabexate,1,,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N,321.37,117,1.4,0,2,5,11,23
1175,Garenoxacin,1,,CC1C2=C(CN1)C=C(C=C2)C3=C(C4=C(C=C3)C(=O)C(=CN4C5CC5)C(=O)O)OC(F)F,CC1C2=C(CN1)C=C(C=C2)C3=C(C4=C(C=C3)C(=O)C(=CN4C5CC5)C(=O)O)OC(F)F,426.4,78.9,2.1,0,2,8,5,31
1176,Glutathione,1,,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,307.33,160,-4.5,0,6,8,9,20
1177,Glycerol,1,,C(C(CO)O)O,C(C(CO)O)O,92.09,60.7,-1.8,0,3,3,2,6
1178,Glycyrrhizin,1,,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,822.9,267,3.7,0,8,16,7,58
1179,Halofantrine,1,,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,500.4,23.5,8.6,0,1,5,10,33
1180,Heptaminol,1,,CC(CCCC(C)(C)O)N,CC(CCCC(C)(C)O)N,145.24,46.2,0.7,0,2,2,4,10
1181,Hypericin,1,,CC1=CC(=O)C2=C(C3=C(C=C(C4=C3C5=C2C1=C6C(=CC(=O)C7=C(C8=C(C=C(C4=C8C5=C67)O)O)O)C)O)O)O,CC1=CC(=O)C2=C(C3=C(C=C(C4=C3C5=C2C1=C6C(=CC(=O)C7=C(C8=C(C=C(C4=C8C5=C67)O)O)O)C)O)O)O,504.4,156,5.7,0,6,8,0,38
1182,Ibudilast,1,,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,230.31,34.4,3,0,0,2,3,17
1183,Iloprost,1,,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O,360.5,77.8,2.8,0,3,4,8,26
1184,Irsogladine,1,,C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl,C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl,256.09,90.7,2,0,2,5,1,16
1185,Isepamicin,1,,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O,569.6,298,-6.9,0,12,16,9,39
1186,Isosorbide,1,,C1C(C2C(O1)C(CO2)O)O,C1C(C2C(O1)C(CO2)O)O,146.14,58.9,-1.4,0,2,4,0,10
1187,Itopride,1,,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC,358.4,60,2.3,0,1,5,9,26
1188,Lafutidine,1,,C1CCN(CC1)CC2=CC(=NC=C2)OCC=CCNC(=O)CS(=O)CC3=CC=CO3,C1CCN(CC1)CC2=CC(=NC=C2)OCC=CCNC(=O)CS(=O)CC3=CC=CO3,431.6,104,1.4,0,1,7,11,30
1189,Lanreotide,1,,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N,1096.3,406,2.5,0,13,14,17,77
1190,Lercanidipine,1,,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,611.7,114,6.9,0,1,8,13,45
1191,Levocetirizine,1,,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,388.9,53,1.7,0,1,5,8,27
1192,Lodenosine,1,,C1C(OC(C1F)N2C=NC3=C(N=CN=C32)N)CO,C1C(OC(C1F)N2C=NC3=C(N=CN=C32)N)CO,253.23,99.1,-0.2,0,2,7,2,18
1193,Lormetazepam,1,,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl,335.2,52.9,2.4,0,1,3,1,22
1194,Lornoxicam,1,,CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3,CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3,371.8,136,2.1,0,2,7,2,23
1195,Loxoprofen,1,,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,246.3,54.4,2.4,0,1,3,4,18
1196,Manidipine,1,,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,610.7,117,5.6,0,1,9,11,45
1197,Mazindol,1,,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O,284.74,35.8,2.2,0,1,2,1,20
1198,Menatetrenone,1,,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,444.6,34.1,8.9,0,0,2,11,33
1199,Mequitazine,1,,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53,322.5,31.8,4.6,0,0,3,2,23
1200,Metopimazine,1,,CS(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)C(=O)N,CS(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)C(=O)N,445.6,117,3.1,0,1,6,6,30
1201,Mitiglinide,1,,C1CCC2CN(CC2C1)C(=O)CC(CC3=CC=CC=C3)C(=O)O,C1CCC2CN(CC2C1)C(=O)CC(CC3=CC=CC=C3)C(=O)O,315.4,57.6,3,0,1,3,5,23
1202,Mizoribine,1,,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)O)C(=O)N,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)O)C(=O)N,259.22,151,-1.9,0,5,7,3,18
1203,Molsidomine,1,,CCOC(=NC1=C[N+](=NO1)N2CCOCC2)[O-],CCOC(=NC1=C[N+](=NO1)N2CCOCC2)[O-],242.23,87,2.2,0,0,7,4,17
1204,Mosapride,1,,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N,421.9,76.8,2.8,0,2,6,7,29
1205,Moxonidine,1,,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,241.68,71.4,0.6,0,2,4,3,16
1206,Nafamostat,1,,C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N,C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N,347.4,141,2,0,4,4,5,26
