<<<<<<< HEAD
DILIST_ID,CompoundName,DILIst Classification,Routs of Administration,SMILES,NEW SMILES
1203,Molsidomine,1,,CCOC(=NC1=C[N+](=NO1)N2CCOCC2)[O-],CCOC(=NC1=C[N+](=NO1)N2CCOCC2)[O-]
1204,Mosapride,1,,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N
1205,Moxonidine,1,,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC
1206,Nafamostat,1,,C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N,C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N
1207,Naftidrofuryl,1,,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32
1208,Nandrolone,1,,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34
1209,Nefopam,1,,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
1210,Netilmicin,1,,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N
1211,Nicergoline,1,,CN1CC(CC2(C1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br,CN1CC(CC2(C1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br
1212,Nicorandil,1,,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-]
1213,Nitrazepam,1,,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
1214,Nitrendipine,1,,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C
1215,Nordazepam,1,,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3
1216,Norethisterone,1,,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
1217,Olopatadine,1,,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
1218,Oxatomide,1,,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5
1219,Oxyphenbutazone,1,,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
1220,Ozagrel,1,,C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O,C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O
1221,Pazufloxacin,1,,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2C4(CC4)N)F)C(=O)O,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2C4(CC4)N)F)C(=O)O
1222,Peramivir,1,,CCC(CC)C(C1C(CC(C1O)C(=O)O)N=C(N)N)NC(=O)C,CCC(CC)C(C1C(CC(C1O)C(=O)O)N=C(N)N)NC(=O)C
1223,Phenformin,1,,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,C1=CC=C(C=C1)CCN=C(N)N=C(N)N
1224,Phenprocoumon,1,,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
1225,Phenylephrine,1,,CNCC(C1=CC(=CC=C1)O)O,CNCC(C1=CC(=CC=C1)O)O
1226,Phloroglucinol,1,,C1=C(C=C(C=C1O)O)O,C1=C(C=C(C=C1O)O)O
1227,Picolamine,1,,C1=CC(=CN=C1)CN,C1=CC(=CN=C1)CN
1228,Pilsicainide,1,,CC1=C(C(=CC=C1)C)NC(=O)CC23CCCN2CCC3,CC1=C(C(=CC=C1)C)NC(=O)CC23CCCN2CCC3
1229,Pimecrolimus,1,,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C
1230,Pinaverium,1,,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C
1231,Piperacetazine,1,,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO
1232,Pipobroman,1,,C1CN(CCN1C(=O)CCBr)C(=O)CCBr,C1CN(CCN1C(=O)CCBr)C(=O)CCBr
1233,Piracetam,1,,C1CC(=O)N(C1)CC(=O)N,C1CC(=O)N(C1)CC(=O)N
1234,Pirarubicin,1,,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6
1235,Pranlukast,1,,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5
1236,Pranoprofen,1,,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O
1237,Prazepam,1,,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4
1238,Propacetamol,1,,CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C,CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C
1239,Propiverine,1,,CCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CCN(CC3)C,CCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CCN(CC3)C
1240,Raltitrexed,1,,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1
1241,Rebamipide,1,,C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl,C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl
1242,Rilmenidine,1,,C1CC1C(C2CC2)NC3=NCCO3,C1CC1C(C2CC2)NC3=NCCO3
1243,Rivaroxaban,1,,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
1244,Roxatidine,1,,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)CO,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)CO
1245,Salicylic acid,1,,C1=CC=C(C(=C1)C(=O)O)O,C1=CC=C(C(=C1)C(=O)O)O
1246,Sarpogrelate,1,,CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O,CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O
1247,Sennoside,1,,C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O
1248,Sofalcone,1,,CC(=CCOC1=CC=C(C=C1)C=CC(=O)C2=C(C=C(C=C2)OCC=C(C)C)OCC(=O)O)C,CC(=CCOC1=CC=C(C=C1)C=CC(=O)C2=C(C=C(C=C2)OCC=C(C)C)OCC(=O)O)C
1249,Sparfloxacin,1,,CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F
1250,Sulfamethoxazole,1,,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
1251,Sulpiride,1,,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
1252,Suplatast,1,,CCOCC(COC1=CC=C(C=C1)NC(=O)CC[S+](C)C)O,CCOCC(COC1=CC=C(C=C1)NC(=O)CC[S+](C)C)O
1253,Tandospirone,1,,C1CC2CC1C3C2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5,C1CC2CC1C3C2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5
1254,Telaprevir,1,,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5
1255,Temocapril,1,,CCOC(=O)C(CCC1=CC=CC=C1)NC2CSC(CN(C2=O)CC(=O)O)C3=CC=CS3,CCOC(=O)C(CCC1=CC=CC=C1)NC2CSC(CN(C2=O)CC(=O)O)C3=CC=CS3
1256,Teprenone,1,,CC(=CCCC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C)C,CC(=CCCC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C)C
1257,Tetrazepam,1,,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3
1258,Theobromine,1,,CN1C=NC2=C1C(=O)NC(=O)N2C,CN1C=NC2=C1C(=O)NC(=O)N2C
1259,Thiocolchicoside,1,,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)OC4C(C(C(C(O4)CO)O)O)O,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)OC4C(C(C(C(O4)CO)O)O)O
1260,Tiapride,1,,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC
1261,Tiaprofenic acid,1,,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O
1262,Tiquizium,1,,C[N+]12CCCCC1CCC(=C(C3=CC=CS3)C4=CC=CS4)C2,C[N+]12CCCCC1CCC(=C(C3=CC=CS3)C4=CC=CS4)C2
1263,Tocainide,1,,CC1=C(C(=CC=C1)C)NC(=O)C(C)N,CC1=C(C(=CC=C1)C)NC(=O)C(C)N
1264,Trabectedin,1,,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O
1265,Tranilast,1,,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC
1266,Trapidil,1,,CCN(CC)C1=CC(=NC2=NC=NN12)C,CCN(CC)C1=CC(=NC2=NC=NN12)C
1267,Trichlormethiazide,1,,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl
1268,Trimebutine,1,,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C
1269,Trimetazidine,1,,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC
1270,Tropatepine,1,,CN1C2CCC1CC(=C3C4=CC=CC=C4CSC5=CC=CC=C53)C2,CN1C2CCC1CC(=C3C4=CC=CC=C4CSC5=CC=CC=C53)C2
1271,Troxipide,1,,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2
1272,Urapidil,1,,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC
1273,Valpromide,1,,CCCC(CCC)C(=O)N,CCCC(CCC)C(=O)N
1274,Vemurafenib,1,,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
1275,Vindesine,1,,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O
1276,Voglibose,1,,C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO,C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO
1277,Xylometazoline,1,,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C
1278,Zaltoprofen,1,,CC(C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)C2)C(=O)O,CC(C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)C2)C(=O)O
1279,Zopiclone,1,,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
=======
DILIST_ID,CompoundName,DILIst Classification,Routs of Administration,SMILES,NEW SMILES
1,mercaptopurine,1,Oral,C1=NC2=C(N1)C(=S)N=CN2,C1=NC2=C(N1)C(=S)N=CN2
2,acetaminophen,1,Oral,CC(=O)NC1=CC=C(C=C1)O,CC(=O)NC1=CC=C(C=C1)O
3,azathioprine,1,Oral,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
4,chlorpheniramine,0,Oral,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
5,clofibrate,1,Oral,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
6,cyclophosphamide,1,Oral,C1CNP(=O)(OC1)N(CCCl)CCCl,C1CNP(=O)(OC1)N(CCCl)CCCl
7,dopamine,0,Intravenous,C1=CC(=C(C=C1CCN)O)O,C1=CC(=C(C=C1CCN)O)O
8,estradiol,1,Oral,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
9,fluoxetine,1,Oral,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
10,gemfibrozil,1,Oral,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
11,indomethacin,1,Oral,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
12,ketoprofen,1,Oral,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
13,mannitol,0,Intravenous,C(C(C(C(C(CO)O)O)O)O)O,C(C(C(C(C(CO)O)O)O)O)O
14,methotrexate,1,Oral,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
15,phenobarbital,1,Oral,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
16,phenytoin,1,Oral,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
17,rifampin,1,Oral,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C
18,tetracycline,1,Oral,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
19,abacavir,1,Oral,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO
20,aciclovir,1,Oral,C1=NC2=C(N1COCCO)N=C(NC2=O)N,C1=NC2=C(N1COCCO)N=C(NC2=O)N
21,allopurinol,1,Oral,C1=NNC2=C1C(=O)NC=N2,C1=NNC2=C1C(=O)NC=N2
22,amineptine,1,Oral,C1CC2=CC=CC=C2C(C3=CC=CC=C31)NCCCCCCC(=O)O,C1CC2=CC=CC=C2C(C3=CC=CC=C31)NCCCCCCC(=O)O
23,amiodarone,1,Oral,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
24,amitriptyline,1,Oral,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
25,amphotericin b,1,Intravenous,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
26,ampicillin,1,Oral,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
27,donepezil,1,Oral,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
28,aspirin,1,Oral,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)OC1=CC=CC=C1C(=O)O
29,aminohippurate,0,Intravenous,C1=CC(=CC=C1C(=O)NCC(=O)O)N,C1=CC(=CC=C1C(=O)NCC(=O)O)N
30,bicalutamide,1,Oral,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O
31,bupropion,1,Oral,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
32,captopril,1,Oral,CC(CS)C(=O)N1CCCC1C(=O)O,CC(CS)C(=O)N1CCCC1C(=O)O
33,carbamazepine,1,Oral,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
34,carboplatin,1,Intravenous,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2],C1CC(C1)(C(=O)O)C(=O)O
35,ceftazidime,1,Intravenous,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]
36,chlorcyclizine,1,Oral,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
37,chlorzoxazone,1,Oral,C1=CC2=C(C=C1Cl)NC(=O)O2,C1=CC2=C(C=C1Cl)NC(=O)O2
38,chlorpromazine,1,Oral,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
40,dimercaprol,0,Intramuscular,C(C(CS)S)O,C(C(CS)S)O
41,colchicine,0,Oral,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC
42,corticotropin,0,Subcutaneous,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C4CCCN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C6CCCN6C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(C(C)C)NC(=O)C7CCCN7C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC8=CNC9=CC=CC=C98)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CO)N,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C4CCCN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C6CCCN6C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(C(C)C)NC(=O)C7CCCN7C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC8=CNC9=CC=CC=C98)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CO)N
